Open,Close,High,Low,Volume,Date
30.7,29.63,31.47,29.35,,05/11/20
29.6,30.97,31.14,29.43,,05/08/20
29.64,29.46,31.84,29.08,,05/07/20
32.27,29.72,32.27,28.66,,05/06/20
28.1,30.97,32.06,27.77,,05/05/20
26.1,27.2,28.08,25.5,,05/04/20
26.95,26.44,27.88,25.76,,05/01/20
22.87,25.27,25.76,22.87,,04/30/20
20.66,22.54,23.88,20.53,,04/29/20
19.9,20.46,21.29,18.73,,04/28/20
21.55,19.99,21.91,19.11,,04/27/20
21.93,21.44,22.7,20.5,,04/24/20
20.89,21.33,23.22,20.07,,04/23/20
20.23,20.37,22.45,15.98,,04/22/20
26.33,19.33,26.5,17.51,,04/21/20
28.05,25.57,28.25,25.37,,04/20/20
28.66,28.08,28.93,27.58,,04/17/20
28.05,27.82,29,27.2,,04/16/20
30.26,27.69,30.33,27.16,,04/15/20
32.25,29.6,32.32,29.38,,04/14/20
33.99,31.74,33.99,30.63,,04/13/20
33.82,31.48,36.4,31.18,,04/09/20
32.63,32.84,33.87,31.54,,04/08/20
33.66,31.87,34.18,31.74,,04/07/20
31.76,33.05,34.24,30.03,,04/06/20
29.89,34.11,35,28.25,,04/03/20
25.61,29.94,36.29,25.45,,04/02/20
25.99,24.74,26.28,24.52,,04/01/20
23,22.74,23.87,22.59,,03/31/20
23.85,22.76,24.44,21.65,,03/30/20
26.68,24.93,27,24.13,,03/27/20
27.35,26.34,27.75,26.03,,03/26/20
27.8,27.39,28.29,25.68,,03/25/20
27.72,27.15,28.65,26.69,,03/24/20
26.75,27.03,27.54,24.68,,03/23/20
28.1,26.98,30.94,26.81,,03/20/20
27.19,28.47,29.42,24.96,,03/19/20
28.4,24.88,29.21,24.52,,03/18/20
30.14,28.73,31.25,28.5,,03/17/20
35.82,30.05,35.84,29.45,,03/16/20
32.85,33.85,36.15,32.5,,03/13/20
35.99,33.22,36.46,32.5,,03/12/20
37.27,35.79,39.7,35.35,,03/11/20
35.84,37.22,38.22,35,,03/10/20
38.28,34.36,38.34,31.02,,03/09/20
50.25,45.27,50.45,45.18,,03/06/20
51.66,49.99,52.04,49.7,,03/05/20
52.11,51.13,53.03,51.04,,03/04/20
53.47,51.86,53.9,51.22,,03/03/20
48.95,51.9,53.2,48.4,,03/02/20
51.42,49.67,51.52,50.05,,02/28/20
53.18,52.18,53.25,50.97,,02/27/20
55.13,53.43,55.45,53.03,,02/26/20
56.46,54.95,56.98,54.62,,02/25/20
57.85,56.3,57.86,55.13,,02/24/20
59,58.5,59.25,57.73,,02/21/20
59.31,59.31,60,58.9,,02/20/20
57.6,59.12,59.4,57.51,,02/19/20
57.35,57.75,57.83,56.3,,02/18/20
57.29,57.67,57.7,56.83,,02/17/20
56.41,57.32,57.53,56.15,,02/14/20
55.75,56.34,56.83,54.96,,02/13/20
54.41,55.79,56.36,54.39,,02/12/20
53.62,54.01,54.69,53.6,,02/11/20
54.2,53.27,54.71,53.11,,02/10/20
55.14,54.47,55.4,54.21,,02/07/20
55.56,54.93,56.58,54.25,,02/06/20
54.05,55.28,56.46,54.05,,02/05/20
54.33,53.96,55.65,53.69,,02/04/20
56.16,54.45,56.77,54.08,,02/03/20
59.3,58.16,56.62,55.42,,01/31/20
59.6,58.29,59.65,57.71,,01/30/20
59.86,59.81,60.62,59.26,,01/29/20
59.03,59.51,60.12,58.5,,01/28/20
60.23,59.32,60.49,58.5,,01/27/20
62.01,60.69,62.46,60.25,,01/24/20
62.68,62.04,62.69,61.25,,01/23/20
64.57,63.21,64.58,62.62,,01/22/20
65.26,64.59,65.35,64.06,,01/21/20
65.98,65.2,66,64.92,,01/20/20
64.69,64.85,65.6,64.48,,01/17/20
64.26,64.62,64.97,63.9,,01/16/20
64.44,64,64.6,63.55,,01/15/20
64.29,64.49,65.05,63.92,,01/14/20
65.13,64.2,65.27,63.92,,01/13/20
65.29,64.98,65.66,64.86,,01/10/20
66,65.37,66.1,64.56,,01/09/20
71.22,65.44,71.75,64.94,,01/08/20
68.63,68.27,68.75,67.65,,01/07/20
69.35,68.91,70.74,68.21,,01/06/20
66.28,68.6,69.5,66.22,,01/03/20
66.41,66.25,66.58,65.72,,01/02/20
66.65,66,66.93,65.63,,12/31/19
68.2,68.44,68.99,68.16,,12/30/19
67.91,68.16,68.33,67.57,,12/27/19
67.27,67.92,67.99,67.22,,12/26/19
66.44,67.2,67.26,66.36,,12/24/19
66.15,66.39,66.62,65.81,,12/23/19
66.56,66.14,66.72,65.7,,12/20/19
66.19,66.54,66.78,66.03,,12/19/19
65.84,66.17,66.43,65.56,,12/18/19
65.31,66.1,66.24,65.12,,12/17/19
65.05,65.34,65.66,64.88,,12/16/19
64.56,65.22,65.79,64.5,,12/13/19
63.9,64.2,64.85,63.87,,12/12/19
64,63.72,64.26,63.01,,12/11/19
64.03,64.34,64.69,63.78,,12/10/19
64.29,64.25,64.5,63.61,,12/09/19
63.41,64.39,64.88,62.83,,12/06/19
62.97,63.39,63.91,62.75,,12/05/19
61.08,63,63.51,61,,12/04/19
61.05,60.82,61.58,60.3,,12/03/19
60.73,60.92,62.09,60.72,,12/02/19
63.77,60.49,63.86,62.36,,11/29/19
63.91,63.87,64,63.19,,11/28/19
64.02,64.06,64.6,63.51,,11/27/19
63.7,64.27,64.32,63.44,,11/26/19
63.6,63.65,63.8,62.97,,11/25/19
63.62,63.39,64.27,62.98,,11/22/19
62.22,63.97,64.03,61.92,,11/21/19
60.94,62.4,62.8,60.3,,11/20/19
62.28,60.91,62.57,60.7,,11/19/19
63.36,62.44,63.57,61.94,,11/18/19
62.47,63.3,63.65,61.7,,11/15/19
62.61,62.28,63.21,62.15,,11/14/19
61.85,62.37,62.74,61.22,,11/13/19
62.11,62.06,62.85,61.82,,11/12/19
62.6,62.18,62.76,61.57,,11/11/19
62.29,62.51,62.7,60.66,,11/08/19
61.73,62.29,62.89,61.65,,11/07/19
62.78,61.74,63.32,61.59,,11/06/19
62.04,62.96,63.19,61.85,,11/05/19
61.8,62.13,62.78,61.28,,11/04/19
0,61.69,61.82,59.4,,11/01/19
60.57,60.23,61.13,60.07,,10/31/19
61.6,60.61,61.93,60.45,,10/30/19
61.61,61.59,61.98,60.66,,10/29/19
62.04,61.57,62.34,61.19,,10/28/19
61.5,62.02,62.11,60.93,,10/25/19
60.99,61.67,61.9,60.64,,10/24/19
59.48,61.17,61.3,58.85,,10/23/19
59.05,59.7,60.26,58.75,,10/22/19
59.23,58.96,59.55,58.26,,10/21/19
59.78,59.42,60.29,59.01,,10/18/19
58.99,59.91,60.04,58.69,,10/17/19
58.9,59.42,59.75,58.36,,10/16/19
59.3,58.74,59.68,58,,10/15/19
60.69,59.35,60.73,58.5,,10/14/19
59.53,60.51,60.69,59.21,,10/11/19
58.04,59.1,59.6,57.8,,10/10/19
58.02,58.32,59.35,57.91,,10/09/19
58.47,58.24,58.92,57.38,,10/08/19
58.02,58.35,59.68,58.02,,10/07/19
57.69,58.37,58.96,57.67,,10/04/19
57.54,57.71,57.99,56.15,,10/03/19
59.25,57.69,59.5,57.22,,10/02/19
59.38,58.89,60.1,58.41,,10/01/19
62.24,60.78,62.24,60.73,,09/30/19
62.48,61.91,62.75,60.76,,09/27/19
62.58,62.74,62.92,61.45,,09/26/19
62.44,62.39,62.81,61.23,,09/25/19
64.4,63.1,64.6,62.3,,09/24/19
65.23,64.77,65.5,63.53,,09/23/19
65,64.28,65.28,64.05,,09/20/19
63.51,64.4,65.57,63.46,,09/19/19
64.23,63.6,64.99,63.04,,09/18/19
68.15,64.55,69.26,63.55,,09/17/19
66.45,69.02,71.95,64.75,,09/16/19
60.45,60.22,60.81,59.6,,09/13/19
61.16,60.38,61.39,58.92,,09/12/19
62.88,60.81,63.27,60.52,,09/11/19
62.82,62.38,63.78,62.17,,09/10/19
61.6,62.59,63,61.57,,09/09/19
60.81,61.54,61.88,59.4,,09/06/19
60.49,60.95,62.4,60.25,,09/05/19
58.17,60.7,60.96,58.13,,09/04/19
58.54,58.26,58.87,57.23,,09/03/19
58.8,58.66,59.26,58.1,,09/02/19
60.98,59.25,61.17,60.25,,08/30/19
60.48,61.08,61.19,59.98,,08/29/19
60.04,60.49,61,59.8,,08/28/19
58.8,59.51,60.17,58.51,,08/27/19
58.35,58.7,60.17,58.24,,08/26/19
60.11,59.34,60.29,58.3,,08/23/19
60.43,59.92,60.89,59.47,,08/22/19
60.11,60.3,61.41,60.07,,08/21/19
59.68,60.03,60.32,58.95,,08/20/19
58.72,59.74,59.92,58.64,,08/19/19
58.41,58.64,59.5,58.28,,08/16/19
59.07,58.23,59.42,57.67,,08/15/19
61.07,59.48,61.08,58.21,,08/14/19
58.47,61.3,61.5,58,,08/13/19
58.3,58.57,58.88,57.88,,08/12/19
57.74,58.53,59.1,57.11,,08/09/19
57.48,57.38,58.01,56.77,,08/08/19
58.68,56.23,59.23,55.88,,08/07/19
59.56,58.94,60.56,58.55,,08/06/19
61.46,59.81,61.56,59.66,,08/05/19
61.16,61.89,62.95,60.98,,08/02/19
64.09,60.5,64.54,60.02,,08/01/19
64.95,65.17,65.42,64.95,,07/31/19
63.91,64.72,65.14,63.9,,07/30/19
63.32,63.71,63.9,62.92,,07/29/19
63.28,63.46,63.96,63.01,,07/26/19
63.21,63.39,64.23,63.01,,07/25/19
64.13,63.18,64.66,62.59,,07/24/19
63.26,63.83,64.46,62.66,,07/23/19
63.05,63.26,64.03,62.77,,07/22/19
62.5,62.47,63.37,61.83,,07/19/19
63.52,61.93,64.46,61.29,,07/18/19
64.44,63.66,65.28,63.22,,07/17/19
66.31,64.35,67.09,63.82,,07/16/19
66.87,66.48,67.47,66.11,,07/15/19
66.83,66.72,67.29,66.51,,07/12/19
66.81,66.52,67.65,66.43,,07/11/19
64.78,67.01,67.12,64.63,,07/10/19
63.81,64.16,64.75,63.76,,07/09/19
64.34,64.11,65.14,63.79,,07/08/19
63.27,64.23,64.52,62.91,,07/05/19
63.88,63.3,64.07,62.95,,07/04/19
62.9,63.82,64.01,62.09,,07/03/19
64.8,62.4,65.51,62.22,,07/02/19
65.05,65.06,66.75,64.22,,07/01/19
66.51,64.74,66.84,66.08,,06/28/19
66.05,66.55,66.82,65.63,,06/27/19
65.8,66.49,66.85,65.6,,06/26/19
64.89,65.05,65.98,64.17,,06/25/19
65.5,64.86,65.79,64.08,,06/24/19
64.86,65.2,65.76,64,,06/21/19
62.45,64.45,64.82,62.4,,06/20/19
62.4,61.82,62.55,61.4,,06/19/19
60.93,62.14,62.84,60.25,,06/18/19
62.07,60.94,62.37,60.74,,06/17/19
61.25,62.01,62.57,60.74,,06/14/19
59.94,61.31,62.64,59.78,,06/13/19
61.79,59.97,61.85,59.57,,06/12/19
62.3,62.29,62.87,62.01,,06/11/19
63.58,62.29,64.1,62.05,,06/10/19
62.4,63.29,63.59,61.77,,06/07/19
60.4,61.67,62.43,60.22,,06/06/19
61.58,60.63,62.27,59.45,,06/05/19
61,61.97,62.12,60.21,,06/04/19
61.64,61.28,62.84,60.55,,06/03/19
66.24,61.99,66.28,64.37,,05/31/19
69.68,66.87,69.96,66.31,,05/30/19
70.1,69.45,70.1,68.08,,05/29/19
69.99,70.11,70.59,69.58,,05/28/19
69.15,70.11,70.23,68.53,,05/27/19
67.99,68.69,69.3,67.33,,05/24/19
70.86,67.76,70.97,67.02,,05/23/19
71.91,70.99,72.04,70.42,,05/22/19
72.15,72.18,72.52,71.63,,05/21/19
72.5,71.97,73.4,71.6,,05/20/19
72.82,72.21,73.23,71.79,,05/17/19
72.05,72.62,73.36,71.82,,05/16/19
70.9,71.77,72.25,70.42,,05/15/19
70.02,71.24,71.65,69.93,,05/14/19
70.83,70.23,72.58,69.72,,05/13/19
70.45,70.62,71.23,70.18,,05/10/19
70.23,70.39,70.65,69.4,,05/09/19
69.88,70.37,70.7,69.33,,05/08/19
71.15,69.88,71.33,69.38,,05/07/19
70.59,71.24,71.79,68.79,,05/06/19
70.48,70.85,71.54,69.95,,05/03/19
72,70.75,72.22,69.68,,05/02/19
71.73,72.18,72.36,71.3,,05/01/19
71.94,72.8,73.27,71.73,,04/30/19
71.56,72.04,72.5,71.06,,04/29/19
74.2,72.15,74.42,71.3,,04/26/19
74.46,74.35,75.6,74,,04/25/19
74.27,74.57,74.73,74.02,,04/24/19
74.38,74.51,74.73,73.99,,04/23/19
71.93,74.04,74.52,71.86,,04/22/19
71.63,71.97,72.04,71.2,,04/18/19
71.83,71.62,72.27,71.45,,04/17/19
71.21,71.72,71.95,70.74,,04/16/19
71.55,71.18,71.6,70.78,,04/15/19
70.95,71.55,71.87,70.9,,04/12/19
71.56,70.83,71.68,70.57,,04/11/19
70.82,71.73,71.78,70.57,,04/10/19
71.19,70.61,71.34,70.3,,04/09/19
70.56,71.1,71.19,70.43,,04/08/19
69.13,70.34,70.48,68.92,,04/05/19
69.44,69.4,70.03,68.87,,04/04/19
69.47,69.31,69.96,68.8,,04/03/19
69.22,69.37,69.58,68.69,,04/02/19
67.58,69.01,69.22,67.58,,04/01/19
68.01,67.58,68.89,67.81,,03/29/19
67.75,67.82,68,66.54,,03/28/19
67.9,67.83,68.35,67.19,,03/27/19
67.36,67.97,68.23,67.24,,03/26/19
67,67.21,67.65,66.36,,03/25/19
67.76,67.03,67.98,66.2,,03/22/19
68.38,67.86,68.69,67.59,,03/21/19
67.66,68.5,68.57,67.19,,03/20/19
67.49,67.61,68.2,67.13,,03/19/19
67.14,67.54,67.69,66.69,,03/18/19
67.18,67.16,67.71,66.13,,03/15/19
67.65,67.23,68.14,67.03,,03/14/19
66.91,67.55,67.76,66.7,,03/13/19
66.7,66.67,67.39,66.34,,03/12/19
65.76,66.58,66.75,65.63,,03/11/19
66.08,65.74,66.09,64.02,,03/08/19
65.88,66.3,67,65.75,,03/07/19
65.49,65.99,66.18,65.22,,03/06/19
65.46,65.86,66.23,65.04,,03/05/19
64.97,65.67,66.34,64.93,,03/04/19
66.48,65.07,67.14,64.59,,03/01/19
66.38,66.03,66.38,65.67,,02/28/19
65.64,66.39,66.7,65.27,,02/27/19
64.79,65.21,65.74,64.32,,02/26/19
66.97,64.76,67.47,64.54,,02/25/19
66.96,67.12,67.73,66.87,,02/22/19
67.05,67.07,67.31,66.69,,02/21/19
66.3,67.08,67.38,65.63,,02/20/19
66.44,66.45,66.65,65.58,,02/19/19
66.39,66.5,66.83,65.9,,02/18/19
64.86,66.25,66.39,64.42,,02/15/19
63.69,64.57,64.81,63.25,,02/14/19
62.7,63.61,63.98,62.69,,02/13/19
61.59,62.42,63.34,61.59,,02/12/19
62.11,61.51,62.34,60.9,,02/11/19
61.66,62.1,62.36,61.04,,02/08/19
62.5,61.63,62.91,60.6,,02/07/19
62.06,62.69,62.8,61.05,,02/06/19
62.64,61.98,63.02,61.72,,02/05/19
62.83,62.51,63.63,61.28,,02/04/19
61.06,62.75,62.97,60.46,,02/01/19
61.97,61.89,62.32,61.57,,01/31/19
61.26,61.65,62.67,61.04,,01/30/19
59.87,61.32,61.79,59.75,,01/29/19
61.49,59.93,61.69,59.49,,01/28/19
61.13,61.64,61.92,60.7,,01/25/19
61.02,61.09,61.51,60.41,,01/24/19
61.37,61.14,62.33,60.21,,01/23/19
62.59,61.5,62.71,60.57,,01/22/19
62.74,62.74,63.15,62.25,,01/21/19
61.33,62.7,63,61.32,,01/18/19
61.05,61.18,61.54,60.04,,01/17/19
60.42,61.32,61.45,60.03,,01/16/19
59.36,60.64,60.86,59.11,,01/15/19
60.62,58.99,61.04,58.9,,01/14/19
61.19,60.48,61.04,60.28,,01/11/19
61.15,61.68,61.91,60.44,,01/10/19
59.15,61.44,61.69,59.05,,01/09/19
57.64,58.72,58.87,57.13,,01/08/19
57.41,57.33,58.93,57.26,,01/07/19
55.67,57.06,58.31,55.34,,01/04/19
54.29,55.95,56.3,53.93,,01/03/19
54.12,54.91,56.56,52.51,,01/02/19
53,53.8,54.82,52.66,,12/31/18
53.44,53.21,53.8,51.6,,12/28/18
54.65,52.16,54.67,51.94,,12/27/18
50.84,54.47,55.29,49.93,,12/26/18
53.49,50.47,54.66,50.36,,12/24/18
54.97,53.82,55.33,52.79,,12/21/18
56.49,54.35,56.75,54.28,,12/20/18
56.51,57.24,58.11,56.04,,12/19/18
59,56.26,59.24,55.89,,12/18/18
60.25,59.61,61.21,58.64,,12/17/18
61.53,60.28,61.58,59.92,,12/14/18
60.29,61.45,62.02,59.33,,12/13/18
60.67,60.15,61.43,59.98,,12/12/18
59.91,60.2,61.1,59.58,,12/11/18
61.34,59.97,62.33,59.61,,12/10/18
60.25,61.67,63.73,59.1,,12/07/18
61.36,60.06,61.97,58.36,,12/06/18
61.35,61.56,63.29,60.8,,12/05/18
61.9,62.08,63.58,61.24,,12/04/18
59.98,61.69,62.6,59.85,,12/03/18
59.28,59.46,59.93,58.25,,11/30/18
59.12,59.51,60.37,57.5,,11/29/18
60.63,58.76,61.27,58.55,,11/28/18
60.39,60.21,61.4,58.92,,11/27/18
58.98,60.48,61.13,58.6,,11/26/18
0,59.18,0,0,,11/25/18
62.58,58.8,62.79,58.41,,11/23/18
63.6,62.6,63.81,62.27,,11/22/18
62.6,63.48,64.48,62.56,,11/21/18
66.9,62.53,66.9,61.71,,11/20/18
66.99,66.79,67.64,65.27,,11/19/18
0,67.3,0,0,,11/18/18
66.68,66.76,68.38,66.06,,11/16/18
66.12,66.62,67.42,65.77,,11/15/18
65.62,66.12,67.63,65.02,,11/14/18
69.13,65.47,69.68,64.61,,11/13/18
70.69,70.12,71.88,68.87,,11/12/18
0,71,0,0,,11/11/18
70.87,70.18,71.68,70.53,,11/09/18
72.1,70.65,73.08,70.56,,11/08/18
71.66,72.07,73.55,71.36,,11/07/18
72.85,72.13,73.28,71.18,,11/06/18
72.85,73.17,74.13,72.26,,11/05/18
0,72.67,0,0,,11/04/18
72.75,72.83,73.5,72.16,,11/02/18
0,72.89,74.99,72.56,,11/01/18
76.28,75.47,76.92,75.42,,10/31/18
76.82,75.91,77.32,75.09,,10/30/18
77.64,77.34,78.03,76.55,,10/29/18
0,77.71,0,0,,10/28/18
76.6,77.62,77.91,75.77,,10/26/18
75.67,76.89,77.08,75.35,,10/25/18
76.35,76.17,77.57,75.11,,10/24/18
80.04,76.44,80.12,75.88,,10/23/18
80.11,79.83,80.41,78.99,,10/22/18
79.44,79.78,80.88,79.22,,10/19/18
80.23,79.29,80.31,78.69,,10/18/18
81.74,80.05,81.85,79.17,,10/17/18
80.88,81.41,81.75,79.8,,10/16/18
81,80.78,81.92,79.85,,10/15/18
80.28,80.43,81.48,79.23,,10/12/18
82.47,80.26,82.63,79.8,,10/11/18
84.98,83.09,85.17,82.26,,10/10/18
83.91,85,85.45,83.73,,10/09/18
84.17,83.91,84.31,82.66,,10/08/18
84.89,84.16,85.12,83.92,,10/05/18
85.99,84.58,86.43,84.14,,10/04/18
84.79,86.29,86.74,84.01,,10/03/18
84.95,84.8,85.38,84.31,,10/02/18
82.79,84.98,85.45,82.55,,10/01/18
81.63,82.73,82.87,81.6,,09/28/18
81.8,81.72,82.44,81.32,,09/27/18
81.45,81.34,82.27,81.78,,09/26/18
81.35,81.87,82.55,81.17,,09/25/18
78.97,81.2,81.48,78.97,,09/24/18
78.67,78.8,80.12,78.23,,09/21/18
79.44,78.7,79.83,78.51,,09/20/18
78.97,79.4,79.5,78.51,,09/19/18
77.78,79.03,79.73,77.46,,09/18/18
78.07,78.05,78.9,77.73,,09/17/18
78.45,78.09,78.94,77.37,,09/14/18
79.6,78.18,79.71,77.87,,09/13/18
79.42,79.74,80.13,78.75,,09/12/18
77.38,79.06,79.54,77.36,,09/11/18
77.08,77.37,77.92,76.9,,09/10/18
76.69,76.83,77.1,75.88,,09/07/18
77.02,76.5,77.77,75.64,,09/06/18
77.82,77.27,78.09,76.91,,09/05/18
78.19,78.17,79.72,77.44,,09/04/18
77.69,78.15,78.44,77.3,,09/03/18
77.53,77.64,77.79,77,,08/31/18
77.33,77.77,78.03,77.18,,08/30/18
75.99,77.14,77.42,75.67,,08/29/18
76.34,75.95,76.97,75.73,,08/28/18
75.54,76.21,76.34,75.39,,08/27/18
74.73,75.82,76.42,74.68,,08/24/18
74.72,74.73,74.87,74.21,,08/23/18
72.76,74.78,75,72.7,,08/22/18
72.15,72.63,72.95,72.05,,08/21/18
71.77,72.21,72.75,71.42,,08/20/18
71.35,71.83,72.49,71.25,,08/17/18
70.65,71.43,71.52,70.4,,08/16/18
72.22,70.76,72.44,70.3,,08/15/18
72.82,72.46,73.93,72.16,,08/14/18
73,72.61,73.09,71.04,,08/13/18
71.97,72.81,73.14,71.4,,08/10/18
72.16,72.07,72.89,71.86,,08/09/18
74.64,72.28,74.87,71.65,,08/08/18
73.61,74.65,74.9,73.57,,08/07/18
73.21,73.75,74.47,73.08,,08/06/18
73.37,73.21,73.73,72.48,,08/03/18
72.42,73.45,73.75,71.84,,08/02/18
74.07,72.39,74.12,72.13,,08/01/18
74.93,74.25,75.1,74.14,,07/31/18
74.31,74.97,75.27,74.14,,07/30/18
74.5,74.29,74.85,73.83,,07/27/18
74.37,74.54,74.83,73.77,,07/26/18
73.7,73.93,74.6,73.07,,07/25/18
72.91,73.44,74,72.68,,07/24/18
73.22,73.06,74.5,72.52,,07/23/18
72.65,73.07,73.47,72.26,,07/20/18
73.06,72.58,73.79,71.83,,07/19/18
71.74,72.9,73.28,71.19,,07/18/18
72.01,72.16,72.78,71.35,,07/17/18
74.92,71.84,75.37,71.52,,07/16/18
74.34,75.33,75.93,73.22,,07/13/18
74.17,74.45,75.1,72.67,,07/12/18
78.78,73.4,78.83,73.04,,07/11/18
78.25,78.86,79.51,78.15,,07/10/18
77.21,78.07,78.31,77.04,,07/09/18
77.57,77.11,77.68,76.36,,07/06/18
78.14,77.39,78.5,77.3,,07/05/18
77.89,78.24,78.28,77.61,,07/04/18
77.4,77.76,78.55,76.67,,07/03/18
78.55,77.3,78.95,77.16,,07/02/18
77.79,79.23,79.7,77.45,,06/29/18
77.5,77.85,78.42,77.09,,06/28/18
76.54,77.62,78.16,76.28,,06/27/18
74.74,76.31,76.72,74.13,,06/26/18
74.8,74.73,75.13,73.74,,06/25/18
73.24,75.55,75.83,73.24,,06/22/18
74.46,73.05,74.69,72.93,,06/21/18
75.2,74.74,75.86,74.1,,06/20/18
75.24,75.08,75.55,74.45,,06/19/18
73.06,75.34,75.49,72.45,,06/18/18
75.98,73.44,76.06,73,,06/15/18
76.56,75.94,76.92,75.76,,06/14/18
75.4,76.74,76.87,75.26,,06/13/18
76.5,75.88,77.07,75.43,,06/12/18
76.3,76.46,76.84,75.52,,06/11/18
77.39,76.46,77.61,76.12,,06/08/18
75.88,77.32,77.45,75.44,,06/07/18
75.19,75.36,76.25,74.46,,06/06/18
75.4,75.38,75.74,73.81,,06/05/18
76.66,75.29,76.95,75.2,,06/04/18
77.71,76.79,77.95,76.35,,06/01/18
77.37,77.59,78.75,77.04,,05/31/18
75.37,77.5,77.73,74.81,,05/30/18
75.82,75.39,76.2,74.54,,05/29/18
76.11,75.3,76.17,74.49,,05/28/18
78.82,76.44,78.88,76.01,,05/25/18
79.65,78.79,79.78,78.57,,05/24/18
79.47,79.8,79.85,78.21,,05/23/18
79.36,79.57,80.49,79.16,,05/22/18
78.61,79.22,79.59,78.1,,05/21/18
79.46,78.51,79.87,78.33,,05/18/18
79.26,79.3,80.5,79.12,,05/17/18
78.1,79.28,79.35,77.61,,05/16/18
78.42,78.43,79.47,77.9,,05/15/18
77.05,78.23,78.53,76.55,,05/14/18
77.55,77.12,77.6,76.95,,05/11/18
77.44,77.47,78,76.51,,05/10/18
76.19,77.21,77.43,76.08,,05/09/18
75.6,74.85,76.18,73.1,,05/08/18
75,76.17,76.34,74.83,,05/07/18
73.74,74.87,75.08,73.24,,05/04/18
73.07,73.62,74.09,72.47,,05/03/18
73.28,73.36,73.63,72.38,,05/02/18
74.65,73.13,74.98,72.74,,05/01/18
74.62,75.17,75.41,73.47,,04/30/18
74.72,74.64,75.03,74.35,,04/27/18
74.23,74.74,74.97,74.11,,04/26/18
74,74,74.19,73.17,,04/25/18
75.09,73.86,75.47,73.68,,04/24/18
73.77,74.71,75.1,73.13,,04/23/18
73.94,74.06,74.2,72.83,,04/20/18
73.72,73.78,74.75,73.46,,04/19/18
71.72,73.48,73.93,71.66,,04/18/18
71.65,71.58,71.89,70.83,,04/17/18
72.7,71.42,72.85,71.11,,04/16/18
71.94,72.58,72.88,71.56,,04/13/18
72.09,72.02,72.49,71.1,,04/12/18
71.03,72.06,73.09,70.57,,04/11/18
68.46,71.04,71.34,68.46,,04/10/18
67.1,68.65,68.8,67,,04/09/18
68.09,67.11,68.62,66.86,,04/06/18
68.36,68.33,68.93,67.73,,04/05/18
68.15,68.02,68.28,66.69,,04/04/18
67.63,68.12,68.46,67.62,,04/03/18
69.32,67.64,70.04,67.49,,04/02/18
69.86,69.34,70.44,69.1,,03/29/18
69.72,69.53,70.25,68.78,,03/28/18
70.13,70.11,71.03,69.45,,03/27/18
70.43,70.12,71.05,69.67,,03/26/18
69.11,70.45,70.57,68.87,,03/23/18
69.63,68.91,69.7,68.58,,03/22/18
67.61,69.47,69.86,67.48,,03/21/18
66.15,67.42,67.88,66.15,,03/20/18
66.01,66.05,66.39,65.39,,03/19/18
0,65.99,0,0,,03/18/18
65.07,66.21,66.42,64.88,,03/16/18
64.9,65.12,65.38,64.61,,03/15/18
64.73,64.89,65.21,64.06,,03/14/18
64.92,64.64,65.68,64.05,,03/13/18
65.5,64.95,65.86,64.18,,03/12/18
0,65.64,0,0,,03/11/18
63.93,65.49,65.63,63.69,,03/09/18
64.51,63.61,64.56,63.43,,03/08/18
65.23,64.34,65.8,63.83,,03/07/18
0,65.79,0,0,,03/06/18
65.74,65.79,66.16,65.3,,03/05/18
0,64.67,0,0,,03/04/18
64.07,64.37,64.64,63.2,,03/02/18
64.57,63.83,65.04,63.19,,03/01/18
66.41,65.78,66.87,65.43,,02/28/18
67.57,66.63,67.61,66.32,,02/27/18
67.29,67.5,67.9,66.72,,02/26/18
0,67.29,0,0,,02/25/18
66.3,67.31,67.37,65.79,,02/23/18
64.91,66.39,66.56,64.62,,02/22/18
65.05,65.42,65.53,64.4,,02/21/18
65.64,65.25,65.81,64.78,,02/20/18
64.96,65.67,65.9,64.84,,02/19/18
0,65.02,0,0,,02/18/18
64.66,64.84,65.22,64.19,,02/16/18
64.44,64.33,65.15,63.12,,02/15/18
62.84,64.36,64.58,61.95,,02/14/18
62.85,62.72,63.1,61.76,,02/13/18
62.5,62.59,64.4,62.5,,02/12/18
0,62.84,0,0,,02/11/18
64.44,62.79,64.64,61.77,,02/09/18
65.28,64.81,65.6,64.1,,02/08/18
67.2,65.51,67.72,65.16,,02/07/18
67.02,66.86,67.6,66.53,,02/06/18
68.15,67.62,68.46,66.9,,02/05/18
0,68.1,0,0,,02/04/18
70,68.58,70.02,67.96,,02/02/18
69,69.65,69.97,68.81,,02/01/18
68.43,69.05,69.15,68.33,,01/31/18
69.3,69.02,69.39,68.4,,01/30/18
70.47,69.46,70.64,69.07,,01/29/18
0,70.45,0,0,,01/28/18
70.07,70.52,70.83,70.05,,01/26/18
70.95,70.42,71.28,69.97,,01/25/18
69.97,70.53,70.94,69.54,,01/24/18
69.17,69.96,70.24,69.12,,01/23/18
68.8,69.03,69.51,68.39,,01/22/18
0,68.72,0,0,,01/21/18
69.01,68.61,69.08,68.28,,01/19/18
69.53,69.31,69.63,68.8,,01/18/18
69.35,69.38,69.59,68.55,,01/17/18
70.05,69.15,70.13,68.83,,01/16/18
69.88,70.26,70.37,69.55,,01/15/18
0,69.71,0,0,,01/14/18
69.15,69.87,69.93,68.59,,01/12/18
69.15,69.26,70.05,69,,01/11/18
